IMG,OBJ,FILT,MJD,SEE,AIRM,EXPTIME,DATE-OBS
h_e_20241016_31_2_1_1.fits,ZTF24abjjpbo,SDSS-Z,60600.052075,1.24371,1.480088,90.0,2024-10-17T01:14:59.322
h_e_20241016_31_3_1_1.fits,ZTF24abjjpbo,SDSS-Z,60600.053335,1.359452,1.476623,90.0,2024-10-17T01:16:48.141
h_e_20241017_43_1_1_1.fits,ZTF24abjjpbo,SDSS-Z,60601.05763,1.350284,1.459741,90.0,2024-10-18T01:22:59.256
h_e_20241017_43_2_1_1.fits,ZTF24abjjpbo,SDSS-Z,60601.058889,1.300702,1.457119,90.0,2024-10-18T01:24:48.033
h_e_20241017_43_3_1_1.fits,ZTF24abjjpbo,SDSS-Z,60601.060149,1.464174,1.454615,90.0,2024-10-18T01:26:36.838
h_e_20241018_38_1_1_1.fits,ZTF24abjjpbo,SDSS-Z,60602.048501,1.198949,1.474965,90.0,2024-10-19T01:09:50.472
h_e_20241018_38_2_1_1.fits,ZTF24abjjpbo,SDSS-Z,60602.04976,1.177675,1.471722,90.0,2024-10-19T01:11:39.286
h_e_20241018_38_3_1_1.fits,ZTF24abjjpbo,SDSS-Z,60602.051019,1.605363,1.468603,90.0,2024-10-19T01:13:28.076
h_e_20241018_38_4_1_1.fits,ZTF24abjjpbo,SDSS-Z,60602.052279,1.318458,1.465608,90.0,2024-10-19T01:15:16.869
h_e_20241018_38_5_1_1.fits,ZTF24abjjpbo,SDSS-Z,60602.053538,1.229708,1.462734,90.0,2024-10-19T01:17:05.674
h_e_20241019_66_1_1_1.fits,ZTF24abjjpbo,SDSS-Z,60603.129018,2.405336,1.504559,90.0,2024-10-20T03:05:47.173
h_e_20241019_66_2_1_1.fits,ZTF24abjjpbo,SDSS-Z,60603.130277,1.699515,1.508959,90.0,2024-10-20T03:07:35.938
h_e_20241019_66_3_1_1.fits,ZTF24abjjpbo,SDSS-Z,60603.131536,1.597916,1.513542,90.0,2024-10-20T03:09:24.708
h_e_20241019_66_4_1_1.fits,ZTF24abjjpbo,SDSS-Z,60603.132795,1.965516,1.518227,90.0,2024-10-20T03:11:13.460
h_e_20241019_66_5_1_1.fits,ZTF24abjjpbo,SDSS-Z,60603.134054,1.991653,1.523055,90.0,2024-10-20T03:13:02.249
h_e_20241021_45_1_1_1.fits,ZTF24abjjpbo,SDSS-Z,60605.048714,1.642761,1.455634,90.0,2024-10-22T01:10:08.888
h_e_20241021_45_2_1_1.fits,ZTF24abjjpbo,SDSS-Z,60605.049973,1.800031,1.453203,90.0,2024-10-22T01:11:57.646
h_e_20241021_45_3_1_1.fits,ZTF24abjjpbo,SDSS-Z,60605.051231,1.390473,1.450859,90.0,2024-10-22T01:13:46.391
h_e_20241021_45_4_1_1.fits,ZTF24abjjpbo,SDSS-Z,60605.052491,1.565342,1.448662,90.0,2024-10-22T01:15:35.206
h_e_20241021_45_5_1_1.fits,ZTF24abjjpbo,SDSS-Z,60605.05375,1.464676,1.446577,90.0,2024-10-22T01:17:23.980
h_e_20241022_70_1_1_1.fits,ZTF24abjjpbo,SDSS-Z,60606.039557,2.371359,1.46993,90.0,2024-10-23T00:56:57.694
h_e_20241022_70_2_1_1.fits,ZTF24abjjpbo,SDSS-Z,60606.040816,2.044639,1.466882,90.0,2024-10-23T00:58:46.487
h_e_20241022_70_3_1_1.fits,ZTF24abjjpbo,SDSS-Z,60606.042076,1.955019,1.463957,90.0,2024-10-23T01:00:35.326
h_e_20241022_70_4_1_1.fits,ZTF24abjjpbo,SDSS-Z,60606.043335,1.945406,1.461152,90.0,2024-10-23T01:02:24.138
h_e_20241022_70_5_1_1.fits,ZTF24abjjpbo,SDSS-Z,60606.044595,1.849959,1.458445,90.0,2024-10-23T01:04:12.974
h_e_20241023_77_1_1_1.fits,ZTF24abjjpbo,SDSS-Z,60607.096973,1.591405,1.45009,90.0,2024-10-24T02:19:38.509
h_e_20241023_77_2_1_1.fits,ZTF24abjjpbo,SDSS-Z,60607.098233,1.318907,1.452366,90.0,2024-10-24T02:21:27.323
h_e_20241023_77_3_1_1.fits,ZTF24abjjpbo,SDSS-Z,60607.099493,1.226123,1.454781,90.0,2024-10-24T02:23:16.159
h_e_20241023_77_4_1_1.fits,ZTF24abjjpbo,SDSS-Z,60607.100752,1.074541,1.457293,90.0,2024-10-24T02:25:04.932
h_e_20241023_77_5_1_1.fits,ZTF24abjjpbo,SDSS-Z,60607.102011,1.457597,1.459923,90.0,2024-10-24T02:26:53.732
h_e_20241024_64_1_1_1.fits,ZTF24abjjpbo,SDSS-Z,60608.030314,1.149576,1.47987,90.0,2024-10-25T00:43:39.124
h_e_20241024_64_2_1_1.fits,ZTF24abjjpbo,SDSS-Z,60608.031573,1.089668,1.476413,90.0,2024-10-25T00:45:27.946
h_e_20241024_64_3_1_1.fits,ZTF24abjjpbo,SDSS-Z,60608.032833,0.9318224,1.473115,90.0,2024-10-25T00:47:16.748
h_e_20241024_64_4_1_1.fits,ZTF24abjjpbo,SDSS-Z,60608.034092,1.046769,1.469942,90.0,2024-10-25T00:49:05.563
h_e_20241024_64_5_1_1.fits,ZTF24abjjpbo,SDSS-Z,60608.035352,0.956714,1.466894,90.0,2024-10-25T00:50:54.396
h_e_20241031_75_1_1_1.fits,ZTF24abjjpbo,SDSS-Z,60615.032383,1.451761,1.438241,120.0,2024-11-01T00:46:37.930
h_e_20241031_75_2_1_1.fits,ZTF24abjjpbo,SDSS-Z,60615.033991,1.420555,1.43642,120.0,2024-11-01T00:48:56.832
h_e_20241031_75_3_1_1.fits,ZTF24abjjpbo,SDSS-Z,60615.035599,1.373857,1.434778,120.0,2024-11-01T00:51:15.733
h_e_20241031_76_1_1_1.fits,ZTF24abjjpbo,SDSS-Z,60615.039667,1.390133,1.431489,120.0,2024-11-01T00:57:07.228
h_e_20241031_76_2_1_1.fits,ZTF24abjjpbo,SDSS-Z,60615.041274,1.441933,1.430469,120.0,2024-11-01T00:59:26.087
h_e_20241031_76_3_1_1.fits,ZTF24abjjpbo,SDSS-Z,60615.042882,1.707201,1.429634,120.0,2024-11-01T01:01:44.973
h_e_20241104_65_1_1_1.fits,ZTF24abjjpbo,SDSS-Z,60619.02368,1.049986,1.435786,120.0,2024-11-05T00:34:05.913
h_e_20241104_65_2_1_1.fits,ZTF24abjjpbo,SDSS-Z,60619.025286,0.9855973,1.434212,120.0,2024-11-05T00:36:24.739
h_e_20241104_65_3_1_1.fits,ZTF24abjjpbo,SDSS-Z,60619.026893,0.9920872,1.432817,120.0,2024-11-05T00:38:43.585
h_e_20241104_66_1_1_1.fits,ZTF24abjjpbo,SDSS-Z,60619.030958,1.081831,1.430139,120.0,2024-11-05T00:44:34.732
h_e_20241104_66_2_1_1.fits,ZTF24abjjpbo,SDSS-Z,60619.032565,1.068653,1.42937,120.0,2024-11-05T00:46:53.581
h_e_20241104_66_3_1_1.fits,ZTF24abjjpbo,SDSS-Z,60619.034171,1.090668,1.428776,120.0,2024-11-05T00:49:12.410
