name,filter,mjd,mag,mag_err,telescope,mag_lim,expt
SN2023ixf,sdssz,60154.88131,12.144,0.02,LT,19.881,7.0
SN2023ixf,sdssz,60155.978778,12.127,0.02,LT,18.874,7.0
SN2023ixf,sdssz,60157.946297,12.2,0.062,LT,19.09,7.0
SN2023ixf,sdssz,60158.976246,12.247,0.018,LT,19.032,7.0
SN2023ixf,sdssz,60159.967886,12.225,0.019,LT,19.042,7.0
SN2023ixf,sdssz,60160.875194,12.311,0.048,LT,19.351,7.0
SN2023ixf,sdssz,60161.879753,12.346,0.054,LT,19.828,7.0
SN2023ixf,sdssz,60162.877323,12.42,0.019,LT,19.963,7.0
SN2023ixf,sdssz,60163.880509,12.524,0.054,LT,20.267,8.0
SN2023ixf,sdssz,60164.874935,12.61,0.054,LT,19.858,8.0
SN2023ixf,sdssz,60165.958221,12.738,0.02,LT,19.083,10.0
SN2023ixf,sdssz,60171.892034,13.153,0.019,LT,19.496,10.0
SN2023ixf,sdssz,60171.898032,13.16,0.023,LT,19.461,10.0
SN2023ixf,sdssz,60172.899785,13.207,0.018,LT,20.02,15.0
SN2023ixf,sdssz,60173.880019,13.227,0.056,LT,20.505,15.0
SN2023ixf,sdssz,60174.882064,13.246,0.049,LT,20.071,15.0
SN2023ixf,sdssz,60175.893119,13.272,0.046,LT,18.871,15.0
SN2023ixf,sdssz,60186.894659,13.378,0.021,LT,19.584,20.0
SN2023ixf,sdssz,60191.853491,13.396,0.021,LT,19.672,15.0
SN2023ixf,sdssz,60193.850728,13.396,0.021,LT,19.535,15.0
SN2023ixf,sdssz,60195.850919,13.434,0.052,LT,19.659,15.0
SN2023ixf,sdssz,60196.848685,13.479,0.02,LT,19.874,20.0
SN2023ixf,sdssz,60197.848822,13.472,0.021,LT,19.742,20.0
SN2023ixf,sdssz,60265.26095,14.336,0.021,LT,19.415,25.0
SN2023ixf,sdssz,60266.255427,14.348,0.022,LT,19.735,30.0
SN2023ixf,sdssz,60267.262562,14.448,0.058,LT,19.966,30.0
SN2023ixf,sdssz,60268.249009,14.387,0.052,LT,19.728,30.0
SN2023ixf,sdssz,60271.279721,14.429,0.062,LT,19.717,30.0
SN2023ixf,sdssz,60274.245511,14.514,0.056,LT,19.474,30.0
SN2023ixf,sdssz,60277.234175,14.545,0.049,LT,19.931,30.0
SN2023ixf,sdssz,60278.216896,14.54,0.054,LT,19.692,30.0
SN2023ixf,sdssz,60282.20669,14.678,0.05,LT,19.283,30.0
SN2023ixf,sdssz,60286.196244,14.67,0.028,LT,18.916,30.0
SN2023ixf,sdssz,60287.193333,14.766,0.056,LT,19.407,30.0
SN2023ixf,sdssz,60288.20944,14.765,0.06,LT,20.034,30.0
SN2023ixf,sdssz,60289.205037,14.771,0.054,LT,20.215,30.0
SN2023ixf,sdssz,60290.200335,14.759,0.053,LT,19.868,30.0
SN2023ixf,sdssz,60291.210559,14.8,0.054,LT,20.138,30.0
SN2023ixf,sdssz,60292.194757,14.826,0.059,LT,19.868,30.0
SN2023ixf,sdssz,60293.195338,14.84,0.06,LT,19.765,30.0
SN2023ixf,sdssz,60294.188689,14.843,0.06,LT,20.011,30.0
SN2023ixf,sdssz,60296.189206,14.922,0.052,LT,20.296,30.0
SN2023ixf,sdssz,60298.180692,14.962,0.052,LT,19.257,30.0
SN2023ixf,sdssz,60299.175027,14.958,0.049,LT,18.984,30.0
SN2023ixf,sdssz,60308.15263,15.084,0.063,LT,19.972,30.0
SN2023ixf,sdssz,60309.152245,15.082,0.059,LT,19.381,30.0
SN2023ixf,sdssz,60316.151179,15.264,0.056,LT,19.883,35.0
SN2023ixf,sdssz,60317.126254,15.283,0.06,LT,19.85,35.0
SN2023ixf,sdssz,60319.124386,15.351,0.058,LT,19.75,35.0
SN2023ixf,sdssz,60321.170398,15.383,0.047,LT,19.123,35.0
SN2023ixf,sdssz,60365.010494,16.213,0.032,LT,19.257,50.0
SN2023ixf,sdssz,60367.006496,16.274,0.016,LT,20.087,50.0
SN2023ixf,sdssz,60368.995943,16.36,0.022,LT,19.855,50.0
SN2023ixf,sdssz,60376.003252,16.501,0.017,LT,20.232,50.0
SN2023ixf,sdssz,60378.070846,16.514,0.011,LT,20.721,50.0
SN2023ixf,sdssz,60379.967937,16.552,0.021,LT,20.072,50.0
SN2023ixf,sdssz,60383.080976,16.605,0.015,LT,20.458,50.0
SN2023ixf,sdssz,60383.104271,16.627,0.013,LT,20.603,50.0
SN2023ixf,sdssz,60384.982018,16.666,0.015,LT,20.608,50.0
SN2023ixf,sdssz,60387.082861,16.684,0.015,LT,20.601,50.0
SN2023ixf,sdssz,60388.939053,16.718,0.021,LT,20.244,50.0
SN2023ixf,sdssz,60394.924749,16.858,0.044,LT,19.588,50.0
SN2023ixf,sdssz,60402.070347,16.958,0.012,LT,21.108,50.0
SN2023ixf,sdssz,60403.996126,16.995,0.095,LT,18.847,50.0
SN2023ixf,sdssz,60490.890204,18.241,0.05,LT,20.806,75.0
SN2023ixf,sdssz,60409.054547,17.095,0.012,LT,21.235,45.0
SN2023ixf,sdssz,60484.899089,18.259,0.024,LT,21.634,75.0
SN2023ixf,sdssz,60487.889004,18.335,0.028,LT,21.531,75.0
SN2023ixf,sdssz,60490.890204,18.27,0.033,LT,21.299,75.0
SN2023ixf,sdssz,60495.891633,18.38,0.027,LT,21.613,75.0
SN2023ixf,sdssg,60570.838284,18.972,0.168,LT,20.228,80.0
SN2023ixf,sdssr,60570.839514,18.532,0.079,LT,20.749,50.0
SN2023ixf,sdssi,60570.840371,19.228,0.111,LT,20.982,50.0
SN2023ixf,sdssz,60570.841236,18.916,0.1,LT,20.726,50.0
SN2023ixf,sdssi,60579.849005,19.468,0.095,LT,21.466,60.0
SN2023ixf,sdssz,60579.85103,19.048,0.127,LT,20.689,60.0
SN2023ixf,sdssg,60585.842061,19.639,0.077,LT,21.726,90.0
SN2023ixf,sdssi,60585.844697,19.698,0.201,LT,20.809,90.0
SN2023ixf,sdssr,60585.84607,18.924,0.082,LT,21.016,90.0
SN2023ixf,sdssz,60585.847416,18.866,0.178,LT,20.026,75.0
SN2023ixf,sdssg,60593.834323,19.578,0.089,LT,21.59,90.0
SN2023ixf,sdssr,60593.838342,18.88,0.063,LT,21.536,90.0
SN2023ixf,sdssi,60593.836959,19.53,0.082,LT,21.671,90.0
SN2023ixf,sdssz,60593.839683,19.2,0.15,LT,20.46,75.0
SN2023ixf,sdssg,60593.834323,19.723,0.072,LT,22.103,90.0
